date_mutation,valeur_fonciere,type_local,surface_reelle_bati,nombre_pieces_principales,code_commune,nom_commune,code_departement
2023-03-23,1104938.0,Maison,100.7,4,92012,Boulogne-Billancourt,92
2024-06-08,1408748.0,Maison,165.8,4,92012,Boulogne-Billancourt,92
2023-07-20,916663.0,Maison,111.3,4,92012,Boulogne-Billancourt,92
2023-05-13,1211752.0,Maison,133.1,4,92012,Boulogne-Billancourt,92
2024-08-31,658012.0,Maison,84.8,4,92012,Boulogne-Billancourt,92
2022-07-03,1161196.0,Maison,141.8,4,92012,Boulogne-Billancourt,92
2023-11-25,996518.0,Maison,104.9,4,92012,Boulogne-Billancourt,92
2022-05-03,1847214.0,Maison,162.2,4,92012,Boulogne-Billancourt,92
2022-08-08,894395.0,Maison,89.0,4,92012,Boulogne-Billancourt,92
2023-12-13,802602.0,Maison,94.6,4,92012,Boulogne-Billancourt,92
2023-01-31,1405824.0,Maison,151.7,4,92012,Boulogne-Billancourt,92
2022-10-03,775248.0,Maison,85.8,4,92012,Boulogne-Billancourt,92
2024-06-15,814531.0,Maison,105.1,4,92012,Boulogne-Billancourt,92
2024-09-30,1265773.0,Maison,131.0,4,92012,Boulogne-Billancourt,92
2023-12-14,830087.0,Maison,99.9,4,92012,Boulogne-Billancourt,92
2022-11-25,1043045.0,Maison,111.2,4,92012,Boulogne-Billancourt,92
2023-08-29,735381.0,Maison,89.8,4,92012,Boulogne-Billancourt,92
2024-07-18,1783852.0,Maison,184.7,5,92012,Boulogne-Billancourt,92
2024-02-16,1018489.0,Maison,101.6,5,92012,Boulogne-Billancourt,92
2024-01-16,1928105.0,Maison,176.0,5,92012,Boulogne-Billancourt,92
2022-05-10,1533882.0,Maison,180.3,5,92012,Boulogne-Billancourt,92
2024-03-04,1623764.0,Maison,168.3,5,92012,Boulogne-Billancourt,92
2022-11-12,1231707.0,Maison,120.8,5,92012,Boulogne-Billancourt,92
2023-10-22,1444797.0,Maison,163.7,5,92012,Boulogne-Billancourt,92
2022-05-17,1080586.0,Maison,112.7,5,92012,Boulogne-Billancourt,92
2023-01-01,1182229.0,Maison,105.9,5,92012,Boulogne-Billancourt,92
2024-09-21,1591575.0,Maison,190.2,5,92012,Boulogne-Billancourt,92
2024-03-06,933457.0,Maison,120.9,5,92012,Boulogne-Billancourt,92
2023-06-09,1615364.0,Maison,168.3,5,92012,Boulogne-Billancourt,92
2022-05-26,898727.0,Maison,106.5,5,92012,Boulogne-Billancourt,92
2024-10-03,1141073.0,Maison,102.8,5,92012,Boulogne-Billancourt,92
2024-08-16,2106103.0,Maison,195.7,5,92012,Boulogne-Billancourt,92
2024-05-01,1431445.0,Maison,182.8,5,92012,Boulogne-Billancourt,92
2022-04-30,1963296.0,Maison,184.9,5,92012,Boulogne-Billancourt,92
2022-03-25,1593729.0,Maison,185.1,5,92012,Boulogne-Billancourt,92
2022-06-09,1895685.0,Maison,176.0,5,92012,Boulogne-Billancourt,92
2022-07-18,2220795.0,Maison,197.4,5,92012,Boulogne-Billancourt,92
2024-02-29,947826.0,Maison,111.8,5,92012,Boulogne-Billancourt,92
2023-05-25,1158663.0,Maison,120.7,5,92012,Boulogne-Billancourt,92
2024-04-30,1785362.0,Maison,159.4,5,92012,Boulogne-Billancourt,92
2024-01-04,1862705.0,Maison,177.2,5,92012,Boulogne-Billancourt,92
2024-05-24,1745848.0,Maison,170.0,5,92012,Boulogne-Billancourt,92
2023-01-05,1573494.0,Maison,191.1,5,92012,Boulogne-Billancourt,92
2022-11-20,1497155.0,Maison,157.3,5,92012,Boulogne-Billancourt,92
2023-12-23,1538266.0,Maison,155.7,5,92012,Boulogne-Billancourt,92
2023-10-27,1871199.0,Maison,193.1,5,92012,Boulogne-Billancourt,92
2024-05-31,1716961.0,Maison,187.3,5,92012,Boulogne-Billancourt,92
2023-05-08,1636918.0,Maison,185.4,5,92012,Boulogne-Billancourt,92
2023-06-05,1335132.0,Maison,158.7,5,92012,Boulogne-Billancourt,92
2024-03-24,1286040.0,Maison,138.0,5,92012,Boulogne-Billancourt,92
2023-08-06,784769.0,Maison,101.5,5,92012,Boulogne-Billancourt,92
2023-09-11,1549840.0,Maison,162.0,5,92012,Boulogne-Billancourt,92
2023-03-16,1159019.0,Maison,102.2,5,92012,Boulogne-Billancourt,92
2023-07-20,1447376.0,Maison,188.4,5,92012,Boulogne-Billancourt,92
2022-11-13,1858944.0,Maison,194.8,5,92012,Boulogne-Billancourt,92
2022-11-16,1038719.0,Maison,111.1,5,92012,Boulogne-Billancourt,92
2023-05-27,1038913.0,Maison,115.5,5,92012,Boulogne-Billancourt,92
2022-07-08,1336328.0,Maison,125.1,5,92012,Boulogne-Billancourt,92
2023-03-22,1556134.0,Maison,159.4,5,92012,Boulogne-Billancourt,92
2024-09-15,1821531.0,Maison,176.0,5,92012,Boulogne-Billancourt,92
2022-07-15,1277784.0,Maison,119.0,5,92012,Boulogne-Billancourt,92
2024-02-21,1415248.0,Maison,161.9,5,92012,Boulogne-Billancourt,92
2023-11-16,855469.0,Maison,109.5,5,92012,Boulogne-Billancourt,92
2024-05-03,1464463.0,Maison,136.8,5,92012,Boulogne-Billancourt,92
2023-04-10,1578573.0,Maison,195.9,5,92012,Boulogne-Billancourt,92
2022-01-24,1920890.0,Maison,177.4,5,92012,Boulogne-Billancourt,92
2022-04-21,1658387.0,Maison,165.8,5,92012,Boulogne-Billancourt,92
2022-11-03,1026960.0,Maison,132.4,5,92012,Boulogne-Billancourt,92
2022-11-10,1380880.0,Maison,134.7,5,92012,Boulogne-Billancourt,92
2024-03-15,1106508.0,Maison,106.6,5,92012,Boulogne-Billancourt,92
2024-10-30,2093205.0,Maison,200.1,5,92012,Boulogne-Billancourt,92
2024-03-18,1022094.0,Maison,110.6,5,92012,Boulogne-Billancourt,92
2024-09-01,1034222.0,Maison,116.5,5,92012,Boulogne-Billancourt,92
2024-03-28,1242087.0,Maison,159.5,5,92012,Boulogne-Billancourt,92
2024-06-08,1167555.0,Maison,128.1,5,92012,Boulogne-Billancourt,92
2022-10-04,1457177.0,Maison,180.0,5,92012,Boulogne-Billancourt,92
2024-03-20,1255428.0,Maison,150.3,5,92012,Boulogne-Billancourt,92
2024-12-09,1399486.0,Maison,167.7,5,92012,Boulogne-Billancourt,92
2024-05-30,995839.0,Maison,126.5,5,92012,Boulogne-Billancourt,92
2022-07-03,1492305.0,Maison,134.3,5,92012,Boulogne-Billancourt,92
2024-01-19,1035475.0,Maison,112.9,5,92012,Boulogne-Billancourt,92
2022-02-19,1207295.0,Maison,136.9,5,92012,Boulogne-Billancourt,92
2023-12-18,1480473.0,Maison,179.6,5,92012,Boulogne-Billancourt,92
2024-06-24,1863467.0,Maison,164.0,5,92012,Boulogne-Billancourt,92
2023-04-24,1528316.0,Maison,164.8,5,92012,Boulogne-Billancourt,92
2022-06-25,1098699.0,Maison,121.8,5,92012,Boulogne-Billancourt,92
2022-10-30,881438.0,Maison,112.9,5,92012,Boulogne-Billancourt,92
2022-01-29,2032922.0,Maison,189.7,5,92012,Boulogne-Billancourt,92
2023-09-17,1452449.0,Maison,136.3,5,92012,Boulogne-Billancourt,92
2023-03-05,1131444.0,Maison,147.2,5,92012,Boulogne-Billancourt,92
2024-12-07,1484345.0,Maison,176.6,5,92012,Boulogne-Billancourt,92
2022-10-17,1721103.0,Maison,177.7,5,92012,Boulogne-Billancourt,92
2024-02-11,1743975.0,Maison,172.0,5,92012,Boulogne-Billancourt,92
2022-03-31,1626510.0,Maison,160.7,5,92012,Boulogne-Billancourt,92
2023-02-16,997340.0,Maison,127.4,5,92012,Boulogne-Billancourt,92
2022-04-19,1806605.0,Maison,181.6,5,92012,Boulogne-Billancourt,92
2022-05-17,1664201.0,Maison,148.7,5,92012,Boulogne-Billancourt,92
2024-01-08,194442.0,Appartement,36.9,1,92049,Nanterre,92
2024-03-02,232339.0,Appartement,49.6,1,92049,Nanterre,92
2022-07-23,180610.0,Appartement,32.7,1,92049,Nanterre,92
2024-12-24,291679.0,Appartement,50.6,1,92049,Nanterre,92
2024-07-26,147430.0,Appartement,28.9,1,92049,Nanterre,92
2022-03-23,261157.0,Appartement,41.5,1,92049,Nanterre,92
2023-11-15,194826.0,Appartement,33.2,1,92049,Nanterre,92
2022-02-07,252133.0,Appartement,39.6,1,92049,Nanterre,92
2023-09-12,195340.0,Appartement,35.8,1,92049,Nanterre,92
2024-10-23,227323.0,Appartement,32.9,1,92049,Nanterre,92
2023-06-12,162173.0,Appartement,33.9,1,92049,Nanterre,92
2022-03-02,335287.0,Appartement,50.0,1,92049,Nanterre,92
2023-04-07,353729.0,Appartement,51.7,1,92049,Nanterre,92
2022-10-09,205676.0,Appartement,30.6,1,92049,Nanterre,92
2023-04-11,159722.0,Appartement,28.9,1,92049,Nanterre,92
2024-05-23,225036.0,Appartement,37.7,1,92049,Nanterre,92
2023-11-06,353731.0,Appartement,52.4,1,92049,Nanterre,92
2022-10-11,190410.0,Appartement,38.5,1,92049,Nanterre,92
2023-02-19,262156.0,Appartement,42.1,1,92049,Nanterre,92
2024-12-08,265165.0,Appartement,49.5,1,92049,Nanterre,92
2022-10-25,286398.0,Appartement,50.8,1,92049,Nanterre,92
2022-11-20,262414.0,Appartement,44.1,1,92049,Nanterre,92
2022-08-31,207656.0,Appartement,35.0,1,92049,Nanterre,92
2022-10-26,207512.0,Appartement,31.5,1,92049,Nanterre,92
2024-04-27,294486.0,Appartement,45.9,1,92049,Nanterre,92
2023-07-15,278945.0,Appartement,52.2,1,92049,Nanterre,92
2022-09-27,155326.0,Appartement,30.6,1,92049,Nanterre,92
2023-07-01,201880.0,Appartement,31.5,1,92049,Nanterre,92
2023-04-21,258791.0,Appartement,42.7,1,92049,Nanterre,92
2022-06-12,153707.0,Appartement,32.7,1,92049,Nanterre,92
2024-10-25,257983.0,Appartement,44.9,1,92049,Nanterre,92
2024-02-05,281222.0,Appartement,49.1,1,92049,Nanterre,92
2024-08-28,174476.0,Appartement,31.5,1,92049,Nanterre,92
2022-03-08,154177.0,Appartement,30.3,1,92049,Nanterre,92
2023-07-07,258287.0,Appartement,37.5,1,92049,Nanterre,92
2023-02-20,267613.0,Appartement,51.9,1,92049,Nanterre,92
2024-06-18,224333.0,Appartement,46.8,1,92049,Nanterre,92
2023-10-28,287100.0,Appartement,49.7,1,92049,Nanterre,92
2024-05-25,332950.0,Appartement,49.7,1,92049,Nanterre,92
2024-02-19,177165.0,Appartement,37.4,1,92049,Nanterre,92
2024-12-11,254393.0,Appartement,45.8,1,92049,Nanterre,92
2022-03-20,274154.0,Appartement,43.7,1,92049,Nanterre,92
2022-03-28,229784.0,Appartement,40.4,1,92049,Nanterre,92
2024-03-21,259983.0,Appartement,49.9,1,92049,Nanterre,92
2024-03-04,249800.0,Appartement,52.8,1,92049,Nanterre,92
2022-04-11,245955.0,Appartement,40.3,1,92049,Nanterre,92
2023-09-16,179415.0,Appartement,31.7,1,92049,Nanterre,92
2022-12-07,250317.0,Appartement,47.2,1,92049,Nanterre,92
2022-04-22,229161.0,Appartement,37.8,1,92049,Nanterre,92
2024-08-07,303144.0,Appartement,45.0,1,92049,Nanterre,92
2024-10-22,277003.0,Appartement,48.7,1,92049,Nanterre,92
2022-10-05,190821.0,Appartement,29.6,1,92049,Nanterre,92
2022-02-21,199985.0,Appartement,37.1,1,92049,Nanterre,92
2023-02-18,188699.0,Appartement,31.4,1,92049,Nanterre,92
2023-10-26,242946.0,Appartement,50.1,1,92049,Nanterre,92
2022-12-02,303508.0,Appartement,45.0,1,92049,Nanterre,92
2022-08-22,225147.0,Appartement,45.7,1,92049,Nanterre,92
2022-06-24,277442.0,Appartement,45.4,1,92049,Nanterre,92
2024-11-13,224009.0,Appartement,40.5,1,92049,Nanterre,92
2024-02-19,214970.0,Appartement,42.9,1,92049,Nanterre,92
2023-11-18,140013.0,Appartement,27.8,1,92049,Nanterre,92
2022-11-04,256677.0,Appartement,41.6,1,92049,Nanterre,92
2022-04-16,153743.0,Appartement,30.9,1,92049,Nanterre,92
2024-07-02,202536.0,Appartement,37.8,1,92049,Nanterre,92
2022-09-27,173531.0,Appartement,34.3,1,92049,Nanterre,92
2023-06-03,242171.0,Appartement,52.1,1,92049,Nanterre,92
2024-10-18,155872.0,Appartement,26.9,1,92049,Nanterre,92
2024-10-07,191252.0,Appartement,41.1,1,92049,Nanterre,92
2024-09-01,197603.0,Appartement,32.9,1,92049,Nanterre,92
2022-01-14,219241.0,Appartement,38.7,1,92049,Nanterre,92
2023-03-02,195615.0,Appartement,33.1,1,92049,Nanterre,92
2023-12-16,139052.0,Appartement,27.9,1,92049,Nanterre,92
2023-09-04,182736.0,Appartement,27.6,1,92049,Nanterre,92
2022-08-12,171459.0,Appartement,35.4,1,92049,Nanterre,92
2023-08-06,190518.0,Appartement,37.7,1,92049,Nanterre,92
2022-12-30,267881.0,Appartement,42.9,1,92049,Nanterre,92
2024-01-08,333593.0,Appartement,52.3,1,92049,Nanterre,92
2023-09-05,249601.0,Appartement,51.4,1,92049,Nanterre,92
2022-05-19,236624.0,Appartement,35.2,1,92049,Nanterre,92
2022-05-13,308715.0,Appartement,46.8,1,92049,Nanterre,92
2023-07-17,251074.0,Appartement,50.7,2,92049,Nanterre,92
2023-03-06,291756.0,Appartement,52.1,2,92049,Nanterre,92
2022-08-12,402988.0,Appartement,66.5,2,92049,Nanterre,92
2024-12-19,425785.0,Appartement,61.6,2,92049,Nanterre,92
2023-08-12,448867.0,Appartement,77.9,2,92049,Nanterre,92
2023-06-16,369325.0,Appartement,55.9,2,92049,Nanterre,92
2023-12-26,415518.0,Appartement,59.8,2,92049,Nanterre,92
2024-10-13,457919.0,Appartement,75.5,2,92049,Nanterre,92
2024-10-05,363912.0,Appartement,59.6,2,92049,Nanterre,92
2023-04-22,474328.0,Appartement,70.9,2,92049,Nanterre,92
2022-01-04,463096.0,Appartement,67.0,2,92049,Nanterre,92
2022-08-30,250472.0,Appartement,43.8,2,92049,Nanterre,92
2024-04-29,348741.0,Appartement,68.1,2,92049,Nanterre,92
2023-03-11,299958.0,Appartement,55.4,2,92049,Nanterre,92
2023-07-31,202227.0,Appartement,39.6,2,92049,Nanterre,92
2023-09-07,236031.0,Appartement,49.2,2,92049,Nanterre,92
2022-01-13,318638.0,Appartement,59.1,2,92049,Nanterre,92
2024-03-22,236558.0,Appartement,43.7,2,92049,Nanterre,92
2022-03-01,410271.0,Appartement,67.6,2,92049,Nanterre,92
2023-11-24,365470.0,Appartement,71.8,2,92049,Nanterre,92
2024-08-29,433665.0,Appartement,75.4,2,92049,Nanterre,92
2024-09-13,432723.0,Appartement,70.5,2,92049,Nanterre,92
2023-11-18,258601.0,Appartement,45.3,2,92049,Nanterre,92
2022-04-25,374104.0,Appartement,57.3,2,92049,Nanterre,92
2023-10-09,383549.0,Appartement,71.9,2,92049,Nanterre,92
2023-11-11,285689.0,Appartement,61.0,2,92049,Nanterre,92
2023-12-26,472366.0,Appartement,70.5,2,92049,Nanterre,92
2022-03-05,208431.0,Appartement,41.8,2,92049,Nanterre,92
2024-12-30,289304.0,Appartement,52.5,2,92049,Nanterre,92
2024-03-08,430650.0,Appartement,72.2,2,92049,Nanterre,92
2023-09-24,228365.0,Appartement,46.5,2,92049,Nanterre,92
2022-03-06,358692.0,Appartement,66.8,2,92049,Nanterre,92
2023-05-02,241100.0,Appartement,49.8,2,92049,Nanterre,92
2023-09-12,353162.0,Appartement,53.8,2,92049,Nanterre,92
2022-08-18,254784.0,Appartement,47.7,2,92049,Nanterre,92
2023-02-18,254772.0,Appartement,53.9,2,92049,Nanterre,92
2022-02-21,425217.0,Appartement,75.0,2,92049,Nanterre,92
2022-11-12,475135.0,Appartement,70.5,2,92049,Nanterre,92
2024-12-08,316759.0,Appartement,46.7,2,92049,Nanterre,92
2022-07-21,277530.0,Appartement,51.4,2,92049,Nanterre,92
2022-09-29,486678.0,Appartement,71.4,2,92049,Nanterre,92
2024-03-04,223011.0,Appartement,47.2,2,92049,Nanterre,92
2022-01-09,393244.0,Appartement,67.2,2,92049,Nanterre,92
2022-06-28,243746.0,Appartement,51.4,2,92049,Nanterre,92
2022-07-31,350562.0,Appartement,52.3,2,92049,Nanterre,92
2023-10-02,367663.0,Appartement,59.6,2,92049,Nanterre,92
2023-03-06,256628.0,Appartement,40.1,2,92049,Nanterre,92
2023-07-21,263491.0,Appartement,51.8,2,92049,Nanterre,92
2022-08-29,386615.0,Appartement,60.1,2,92049,Nanterre,92
2022-08-23,249769.0,Appartement,49.9,2,92049,Nanterre,92
2024-11-18,242192.0,Appartement,39.8,2,92049,Nanterre,92
2023-10-15,254822.0,Appartement,43.2,2,92049,Nanterre,92
2023-08-04,340055.0,Appartement,49.8,2,92049,Nanterre,92
2023-09-30,310805.0,Appartement,61.7,2,92049,Nanterre,92
2024-06-27,342915.0,Appartement,63.2,2,92049,Nanterre,92
2022-04-14,193939.0,Appartement,41.2,2,92049,Nanterre,92
2024-05-23,206793.0,Appartement,43.4,2,92049,Nanterre,92
2024-07-02,342607.0,Appartement,54.6,2,92049,Nanterre,92
2023-02-10,340132.0,Appartement,63.4,2,92049,Nanterre,92
2024-12-28,415780.0,Appartement,67.1,2,92049,Nanterre,92
2024-08-11,286830.0,Appartement,42.3,2,92049,Nanterre,92
2024-08-17,298617.0,Appartement,61.5,2,92049,Nanterre,92
2024-08-11,230485.0,Appartement,43.0,2,92049,Nanterre,92
2022-10-22,393873.0,Appartement,57.6,2,92049,Nanterre,92
2024-01-15,443205.0,Appartement,73.0,2,92049,Nanterre,92
2023-11-08,341966.0,Appartement,54.6,2,92049,Nanterre,92
2024-07-17,468771.0,Appartement,70.1,2,92049,Nanterre,92
2022-08-20,279353.0,Appartement,58.3,2,92049,Nanterre,92
2022-12-16,302634.0,Appartement,53.0,2,92049,Nanterre,92
2022-09-18,274074.0,Appartement,50.3,2,92049,Nanterre,92
2022-08-08,329848.0,Appartement,59.1,2,92049,Nanterre,92
2023-09-11,319630.0,Appartement,52.0,2,92049,Nanterre,92
2024-04-26,334751.0,Appartement,60.1,2,92049,Nanterre,92
2022-11-22,252981.0,Appartement,48.6,2,92049,Nanterre,92
2023-11-29,428057.0,Appartement,77.4,2,92049,Nanterre,92
2024-06-01,296260.0,Appartement,47.4,2,92049,Nanterre,92
2023-12-02,394936.0,Appartement,69.9,2,92049,Nanterre,92
2022-06-09,313867.0,Appartement,60.5,2,92049,Nanterre,92
2024-09-23,429089.0,Appartement,68.2,2,92049,Nanterre,92
2023-10-29,263201.0,Appartement,43.7,2,92049,Nanterre,92
2022-12-27,527696.0,Appartement,80.6,3,92049,Nanterre,92
2022-08-11,378422.0,Appartement,67.8,3,92049,Nanterre,92
2024-02-16,525866.0,Appartement,87.3,3,92049,Nanterre,92
2022-05-06,422183.0,Appartement,68.8,3,92049,Nanterre,92
2022-01-01,369257.0,Appartement,56.5,3,92049,Nanterre,92
2024-07-16,561765.0,Appartement,91.0,3,92049,Nanterre,92
2024-07-04,439699.0,Appartement,79.3,3,92049,Nanterre,92
2023-10-11,385087.0,Appartement,61.9,3,92049,Nanterre,92
2023-09-16,436298.0,Appartement,67.3,3,92049,Nanterre,92
2023-12-07,677221.0,Appartement,99.4,3,92049,Nanterre,92
2024-11-11,617768.0,Appartement,103.1,3,92049,Nanterre,92
2023-08-26,358842.0,Appartement,72.7,3,92049,Nanterre,92
2022-04-19,370177.0,Appartement,55.0,3,92049,Nanterre,92
2024-01-06,307654.0,Appartement,51.8,3,92049,Nanterre,92
2022-03-05,304447.0,Appartement,57.5,3,92049,Nanterre,92
2024-03-18,401226.0,Appartement,64.0,3,92049,Nanterre,92
2024-04-11,529729.0,Appartement,84.2,3,92049,Nanterre,92
2022-12-22,422775.0,Appartement,71.6,3,92049,Nanterre,92
2024-02-27,387859.0,Appartement,76.4,3,92049,Nanterre,92
2024-05-04,522945.0,Appartement,95.5,3,92049,Nanterre,92
2022-09-15,415855.0,Appartement,59.8,3,92049,Nanterre,92
2022-02-02,282619.0,Appartement,58.8,3,92049,Nanterre,92
2024-06-13,396891.0,Appartement,59.3,3,92049,Nanterre,92
2022-10-09,506896.0,Appartement,102.3,3,92049,Nanterre,92
2024-07-22,476967.0,Appartement,85.1,3,92049,Nanterre,92
2024-05-21,613449.0,Appartement,98.1,3,92049,Nanterre,92
2024-05-18,478882.0,Appartement,84.1,3,92049,Nanterre,92
2023-12-29,457002.0,Appartement,80.4,3,92049,Nanterre,92
2022-01-16,357217.0,Appartement,63.5,3,92049,Nanterre,92
2023-04-30,539595.0,Appartement,81.7,3,92049,Nanterre,92
2024-01-22,466975.0,Appartement,88.7,3,92049,Nanterre,92
2024-09-16,252940.0,Appartement,53.5,3,92049,Nanterre,92
2024-09-13,432894.0,Appartement,88.3,3,92049,Nanterre,92
2024-12-14,490296.0,Appartement,101.6,3,92049,Nanterre,92
2023-07-27,710901.0,Appartement,102.7,3,92049,Nanterre,92
2022-07-01,365952.0,Appartement,75.9,3,92049,Nanterre,92
2022-06-09,393652.0,Appartement,64.5,3,92049,Nanterre,92
2023-10-02,513690.0,Appartement,87.2,3,92049,Nanterre,92
2024-12-31,563156.0,Appartement,83.6,3,92049,Nanterre,92
2024-11-15,527528.0,Appartement,92.1,3,92049,Nanterre,92
2023-11-10,589397.0,Appartement,98.7,3,92049,Nanterre,92
2023-08-27,505525.0,Appartement,73.6,3,92049,Nanterre,92
2023-09-15,315427.0,Appartement,66.8,3,92049,Nanterre,92
2022-05-06,532328.0,Appartement,89.5,3,92049,Nanterre,92
2022-04-16,504821.0,Appartement,84.4,3,92049,Nanterre,92
2022-02-25,456187.0,Appartement,85.8,3,92049,Nanterre,92
2024-11-01,322256.0,Appartement,66.7,3,92049,Nanterre,92
2023-06-01,360375.0,Appartement,55.8,3,92049,Nanterre,92
2023-06-11,310632.0,Appartement,58.7,3,92049,Nanterre,92
2022-12-24,257187.0,Appartement,52.5,3,92049,Nanterre,92
2024-07-03,628451.0,Appartement,98.9,3,92049,Nanterre,92
2023-04-29,358332.0,Appartement,71.0,3,92049,Nanterre,92
2022-03-09,499430.0,Appartement,76.9,3,92049,Nanterre,92
2022-10-25,336572.0,Appartement,69.6,3,92049,Nanterre,92
2024-10-12,540733.0,Appartement,82.6,3,92049,Nanterre,92
2024-02-24,508302.0,Appartement,90.8,3,92049,Nanterre,92
2022-12-09,362885.0,Appartement,64.1,3,92049,Nanterre,92
2023-12-08,397751.0,Appartement,62.7,3,92049,Nanterre,92
2022-08-26,286836.0,Appartement,54.6,3,92049,Nanterre,92
2024-09-02,311550.0,Appartement,54.5,3,92049,Nanterre,92
2024-12-26,429410.0,Appartement,67.4,3,92049,Nanterre,92
2024-03-09,397825.0,Appartement,63.9,3,92049,Nanterre,92
2024-06-09,380224.0,Appartement,76.4,3,92049,Nanterre,92
2024-07-08,355857.0,Appartement,52.4,3,92049,Nanterre,92
2024-12-21,384664.0,Appartement,71.6,3,92049,Nanterre,92
2024-12-24,412906.0,Appartement,87.2,3,92049,Nanterre,92
2024-06-03,581588.0,Appartement,84.8,3,92049,Nanterre,92
2023-07-13,513143.0,Appartement,83.4,3,92049,Nanterre,92
2022-07-21,363967.0,Appartement,69.2,3,92049,Nanterre,92
2024-08-02,389694.0,Appartement,65.0,3,92049,Nanterre,92
2023-02-04,585490.0,Appartement,91.8,3,92049,Nanterre,92
2023-01-04,488908.0,Appartement,78.7,3,92049,Nanterre,92
2022-01-18,317189.0,Appartement,68.0,3,92049,Nanterre,92
2022-07-20,442970.0,Appartement,94.9,3,92049,Nanterre,92
2023-12-21,492198.0,Appartement,79.0,3,92049,Nanterre,92
2023-01-31,334786.0,Appartement,63.2,3,92049,Nanterre,92
2022-04-27,325727.0,Appartement,53.6,3,92049,Nanterre,92
2023-03-21,618798.0,Appartement,100.4,3,92049,Nanterre,92
2022-09-03,618156.0,Appartement,101.0,3,92049,Nanterre,92
2024-02-09,340214.0,Appartement,56.3,3,92049,Nanterre,92
2023-01-14,717852.0,Appartement,106.7,4,92049,Nanterre,92
2023-06-03,763603.0,Appartement,122.1,4,92049,Nanterre,92
2022-06-05,514771.0,Appartement,83.4,4,92049,Nanterre,92
2023-07-21,715359.0,Appartement,105.5,4,92049,Nanterre,92
2023-10-25,711414.0,Appartement,113.9,4,92049,Nanterre,92
2023-07-22,522555.0,Appartement,81.0,4,92049,Nanterre,92
2023-11-13,632414.0,Appartement,114.4,4,92049,Nanterre,92
2023-06-27,673226.0,Appartement,128.5,4,92049,Nanterre,92
2023-02-15,364396.0,Appartement,75.9,4,92049,Nanterre,92
2024-10-04,524098.0,Appartement,103.7,4,92049,Nanterre,92
2024-06-02,420851.0,Appartement,71.4,4,92049,Nanterre,92
2024-06-23,481405.0,Appartement,78.5,4,92049,Nanterre,92
2022-05-30,539199.0,Appartement,110.5,4,92049,Nanterre,92
2024-07-02,435993.0,Appartement,68.9,4,92049,Nanterre,92
2022-01-02,380130.0,Appartement,65.6,4,92049,Nanterre,92
2023-06-30,769645.0,Appartement,124.5,4,92049,Nanterre,92
2024-03-12,401066.0,Appartement,74.2,4,92049,Nanterre,92
2024-10-01,591739.0,Appartement,101.4,4,92049,Nanterre,92
2022-05-24,530938.0,Appartement,95.2,4,92049,Nanterre,92
2024-09-14,461049.0,Appartement,99.2,4,92049,Nanterre,92
2024-01-06,424674.0,Appartement,72.2,4,92049,Nanterre,92
2022-04-24,458926.0,Appartement,85.9,4,92049,Nanterre,92
2022-07-05,721456.0,Appartement,105.1,4,92049,Nanterre,92
2023-11-28,581876.0,Appartement,87.9,4,92049,Nanterre,92
2023-08-17,397163.0,Appartement,69.6,4,92049,Nanterre,92
2022-03-22,535779.0,Appartement,106.1,4,92049,Nanterre,92
2023-09-05,782107.0,Appartement,126.7,4,92049,Nanterre,92
2024-01-06,733801.0,Appartement,109.2,4,92049,Nanterre,92
2024-06-15,640587.0,Appartement,95.7,4,92049,Nanterre,92
2023-01-31,555050.0,Appartement,111.8,4,92049,Nanterre,92
2023-05-04,458806.0,Appartement,66.0,4,92049,Nanterre,92
2023-09-23,458991.0,Appartement,95.9,4,92049,Nanterre,92
2024-07-09,664482.0,Appartement,96.6,4,92049,Nanterre,92
2023-11-26,592246.0,Appartement,126.6,4,92049,Nanterre,92
2022-03-29,439800.0,Appartement,68.0,4,92049,Nanterre,92
2024-12-07,464364.0,Appartement,90.5,4,92049,Nanterre,92
2022-11-02,583414.0,Appartement,93.9,4,92049,Nanterre,92
2022-05-28,580737.0,Appartement,112.1,4,92049,Nanterre,92
2022-02-09,331895.0,Appartement,66.8,4,92049,Nanterre,92
2022-04-04,641100.0,Appartement,94.7,4,92049,Nanterre,92
2022-01-30,491615.0,Appartement,80.0,4,92049,Nanterre,92
2023-09-22,359071.0,Appartement,75.5,4,92049,Nanterre,92
2022-12-16,570749.0,Appartement,117.3,4,92049,Nanterre,92
2022-08-06,565987.0,Appartement,118.2,4,92049,Nanterre,92
2023-03-28,432261.0,Appartement,71.8,4,92049,Nanterre,92
2023-11-22,350044.0,Appartement,68.5,4,92049,Nanterre,92
2024-04-03,807411.0,Appartement,116.7,4,92049,Nanterre,92
2022-10-09,588909.0,Appartement,85.3,4,92049,Nanterre,92
2023-03-13,585325.0,Appartement,85.1,4,92049,Nanterre,92
2023-11-19,683413.0,Appartement,113.6,4,92049,Nanterre,92
2024-04-30,361367.0,Appartement,68.5,4,92049,Nanterre,92
2022-12-04,413467.0,Appartement,75.2,4,92049,Nanterre,92
2022-03-25,628529.0,Appartement,92.6,4,92049,Nanterre,92
2024-02-10,472693.0,Appartement,73.0,4,92049,Nanterre,92
2024-09-24,535432.0,Appartement,114.5,4,92049,Nanterre,92
2022-07-02,324110.0,Appartement,69.6,4,92049,Nanterre,92
